plate,numinSet,sample,sampleid,Run,fullnum,ICP.run,WR.run,WR.plate,ICP.plate,ICP.runnum,run.date,SampleWeight,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Se78,Rb85,Sr88,Mo98,Cd111
NA,55,AO-1-173,173,60,1992,7,7,NA,NA,60,20:00:05 Thu 05-May-16,118.2,8.8591137397,620.4450940825,1217.2746703976,30.3810986081,856.7511475373,930.2391334408,37269.6302200056,6673.8723003204,83.0231651767,93.4693501072,0.0749049237,0.1411542946,4.6145697587,13.9762432291,0.3103150674,0.1271974168,32.0547256894,39.5421651986,6.4532249096,0.1893607146
NA,32,AO-1-174,174,33,1965,7,7,NA,NA,33,18:18:46 Thu 05-May-16,108.6,5.220769446,296.3821340865,1060.933904236,42.7029680171,843.5542764339,599.3176594306,35899.6416381269,4825.0341500915,103.5712965869,112.8484042676,0.0443532455,0.2268801131,6.7134832423,12.2104557716,0.0052471442,0.0866395197,30.0978003295,35.8217222745,3.0023063346,0.1724997661
NA,22,AO-1-175,175,25,1957,7,7,NA,NA,25,17:48:44 Thu 05-May-16,107,8.359971249,278.4796412784,2538.1418314973,30.7153872653,828.5555152048,1138.1835295246,32749.2498562991,9499.9628239947,92.2233953277,57.13696936,0.0867094836,0.2150616369,7.967141782,9.9355604051,0.3628981693,0.4120467992,22.4673844575,68.0840580677,6.8074156401,0.1160374905
NA,27,AO-1-176,176,38,1970,7,7,NA,NA,38,18:37:31 Thu 05-May-16,110.1,10.4970668974,149.8580794726,1238.9099281401,15.8343900171,766.348659806,1026.2251902674,37146.029797464,5666.6036497476,76.3742750478,76.3287203414,0.0167101893,0.2593216606,7.7965189134,13.9728067386,0.0009047558,0.0276579759,17.2154884995,37.3969016306,5.871364731,0.0671225061
NA,37,AO-1-177,177,42,1974,7,7,NA,NA,42,18:52:32 Thu 05-May-16,116.3,9.4361935948,185.9532607931,1661.2810253178,35.6610390694,1356.2722479076,883.3748105448,30987.0459788897,5090.941027514,99.0952749151,112.8278707314,0.024784714,0.2605901618,5.7172438222,14.6658800326,0.0012320788,0.0143440224,20.7833213323,27.5336385247,3.3338249458,0.0112910164
NA,24,AO-1-178,178,27,1959,7,7,NA,NA,27,17:56:14 Thu 05-May-16,106,23.828634112,301.6743540834,1642.3027150761,52.4586847927,987.2934619758,1019.3327986115,40239.2552040804,7020.4240098178,110.6114385175,89.5364237158,0.1104211692,0.2749760067,8.1085973986,16.2216493426,0.2663317867,0.218925003,30.4374517782,52.6776983118,3.7334473956,0.3955090801
NA,29,AO-1-179,179,36,1968,7,7,NA,NA,36,18:30:01 Thu 05-May-16,108.9,7.058103521,252.7958519613,2626.5480758313,39.3271529705,1366.9947541437,1208.8171830856,35717.947117828,12897.0025788302,114.6859324418,73.1433159118,0.034588208,0.3000937399,8.4757904867,15.9078231615,0.0044292455,0.0489911797,23.5091556816,89.3504185469,6.162048136,0.0226375935
NA,39,AO-1-180,180,44,1976,7,7,NA,NA,44,19:00:02 Thu 05-May-16,109.5,14.8179470428,209.1975299666,2604.02851777,66.1889758744,989.6307805037,808.5079055631,42139.8411934092,8232.4951522056,135.1618231178,160.5368907876,0.0511315668,0.2865957525,6.5800396584,17.9448044685,0.0026593939,0.0366800158,26.5720577814,59.8783239737,8.3516667431,0.0476082023
NA,35,AO-1-181,181,29,1961,7,7,NA,NA,29,18:03:44 Thu 05-May-16,117.9,6.677705956,202.0737836334,1048.0337342933,47.8599918581,1189.8992188477,1083.070434162,32969.2892130592,4012.5226330486,107.6877707212,77.8427190759,0.0825565574,0.329044061,6.057497757,13.603905988,0.1425925926,0.4205194307,32.0232054885,26.0190061498,2.5718511845,0.2857449599
NA,40,AO-1-182,182,45,1977,7,7,NA,NA,45,19:03:47 Thu 05-May-16,120.3,6.3335244237,102.674925876,833.1454540634,47.9784964721,797.0806630699,491.8463975684,43780.1411779945,3544.436151976,109.5071257828,83.2545577496,0.0339262806,0.1845206492,6.1865106421,12.0153921813,0.0014699219,0.0206579307,39.6410892484,27.3899550943,3.5508902127,0.0227397213
NA,30,AO-1-183,183,35,1967,7,7,NA,NA,35,18:26:16 Thu 05-May-16,102.6,8.8097119193,314.4599439018,1733.6721835402,31.6646115471,1025.0540322435,820.1514058169,26807.8343738028,8081.6228811559,91.0840646073,43.9616301783,0.0280648128,0.219912659,6.8390551492,19.2814318502,0.0034226115,0.048377048,28.8705022729,54.3992227137,3.5810930714,0.0294775247
NA,25,AO-1-184,184,40,1972,7,7,NA,NA,40,18:45:01 Thu 05-May-16,125.1,11.134281342,1404.5915688899,1438.7613043688,55.9821240993,1094.4975757144,1281.2807635654,34978.8236402587,4974.8155391697,139.7274079729,37.0505223866,0.050259043,0.2602825154,8.1993546477,16.9967340347,0.0032931229,0.0234048938,23.066195068,31.1041575574,3.6502784112,0.0125697548
NA,19,AO-1-185,185,22,1954,7,7,NA,NA,22,17:37:29 Thu 05-May-16,105.2,8.1008238498,336.3150981967,1365.1401838134,150.1581539126,674.7891432721,1189.7698975844,26090.1401323944,13644.6662548747,312.9389933409,167.8525553467,0.1831824789,0.4448811301,13.7077879312,25.1341260791,0.3900006136,0.4241055544,13.5772697981,74.2323891805,12.4315811451,0.6074571278
NA,2,AO-1-186,186,13,1945,7,7,NA,NA,13,17:03:42 Thu 05-May-16,108.6,19.3227054297,904.2425945473,1307.1047060708,36.7244304117,1171.4304874726,1340.8030317003,43901.0740296548,4789.3246721627,110.9540213805,91.412246447,0.0759084173,1.5872516368,5.9938503707,20.2556866303,0.1895547313,0.1987238665,35.0114009581,34.3732456797,2.6182900493,0.0830052006
NA,10,AO-1-187,187,4,1936,7,7,NA,NA,4,16:29:55 Thu 05-May-16,99.9,10.4268609104,854.0427262437,1503.3341814338,72.8575846989,998.3600925683,1410.1061189324,29477.5252947454,5319.4433084432,148.0584251766,91.2609715764,0.0806983634,0.3033778399,8.9896945309,131.8517852154,0.2654552114,0.4443731931,32.4019355009,32.2359050072,5.1269035843,0.1940547803
NA,14,AO-1-188,188,16,1948,7,7,NA,NA,16,17:14:57 Thu 05-May-16,164.9,16.3831093355,369.8316723496,2585.6380677377,57.8794366118,1067.4033981844,1255.1230863808,31000.6785719206,9803.4506145747,123.2902533263,78.3028022035,0.0873092822,0.2647970611,6.4431480197,25.5251458317,0.1549934059,0.1780149344,6.8006651618,81.4598033744,11.1259163583,0.0880223146
NA,43,AO-1-189,189,48,1980,7,7,NA,NA,48,19:15:02 Thu 05-May-16,103.8,7.3317671939,214.4982913414,1951.5904586683,140.2539370837,851.8920733234,719.3935420794,35745.0988438734,7196.9302752118,257.145299184,59.225744639,0.1067741107,0.3210344782,7.3224490058,10.2461323846,0.0046372559,0.038603158,16.1321685737,57.5528750367,7.6561538562,0.2790773906
NA,36,AO-1-190,190,28,1960,7,7,NA,NA,28,17:59:59 Thu 05-May-16,115.4,8.1555965287,151.1509179918,1385.6139250642,31.7055796917,1227.8381704715,922.8658177444,34712.1505209475,7174.4327897777,88.8940598301,121.9215555543,0.0768661865,0.2800479279,5.9896488196,17.4496067641,0.1220174349,0.4535057954,32.4290111216,45.0515247828,3.0490184267,0.072927594
NA,17,AO-1-191,191,19,1951,7,7,NA,NA,19,17:26:12 Thu 05-May-16,107,9.523110374,1068.4768166766,1838.0762066714,35.3774347465,1329.8150113188,1210.851304769,37380.3326063724,5865.9633809526,87.7643912298,61.6521813425,0.0537402874,0.2280997343,7.3670535709,14.2056634515,0.3347133661,0.2157329591,32.3325576235,48.4307822519,3.0724322709,0.0771753638
NA,8,AO-1-192,192,6,1938,7,7,NA,NA,6,16:37:25 Thu 05-May-16,107.7,5.9108537325,137.295480074,1307.2333232711,16.4451788432,580.0492563247,738.5875328482,37812.1398740096,8029.7073320809,61.0563559218,118.4532633615,0.0772114376,0.1888371652,5.9307433414,18.2883864761,0.1174524283,0.4112536636,21.0757670605,64.2448174359,2.7931734624,0.4071865203
NA,12,AO-1-194,194,2,1934,7,7,NA,NA,2,16:22:25 Thu 05-May-16,113.2,15.3348855365,187.8780010709,1813.1600045854,35.1655358576,811.0908831873,1162.9697437466,21256.248254816,6047.0653873268,92.6464687014,98.8720810361,0.0796169566,0.2709459871,6.8335284833,13.5003939385,0.2761608024,0.4897176334,16.4658668962,38.6372712897,7.4440815611,0.1419653738
NA,51,AO-1-195,195,65,1997,7,7,NA,NA,65,20:18:52 Thu 05-May-16,117.1,21.4374748766,220.4365020814,2735.5587433031,33.1073012378,1014.3994989309,1581.1631428517,26970.3795277446,11749.1015192773,82.5194107697,170.53438379,0.1105835968,0.2815055332,5.6751279109,15.0807229617,0.328662093,0.1713356351,16.798172787,72.1314384795,3.8914139395,0.0465641874
NA,46,AO-1-196,196,52,1984,7,7,NA,NA,52,19:30:05 Thu 05-May-16,107.2,12.4902585257,506.4626503023,1405.2230691282,30.5970042981,624.486592644,1306.6722821512,38541.2345409598,6497.7245170661,88.7206403703,63.2856824966,0.0894447994,0.2752860769,8.9204648549,14.8688593146,0.1997058759,0.5075306739,26.0402215816,43.1090294875,8.765795697,0.8120577838
NA,31,AO-1-197,197,34,1966,7,7,NA,NA,34,18:22:31 Thu 05-May-16,105.2,7.4165473507,379.1285111584,2321.5716984177,53.8605948496,1386.5437673771,1433.7470049813,31068.4984060944,7731.0055118565,132.6721634791,123.1648967058,0.0753025884,0.1896695779,8.7535642243,36.7977682378,0.0072494249,0.075127152,20.4195189149,46.4668262362,4.3897680084,0.087072542
NA,5,AO-1-198,198,9,1941,7,7,NA,NA,9,16:48:40 Thu 05-May-16,102.7,8.4933453068,480.4389460133,1131.1089743685,64.2254926035,743.3608959762,697.9737681153,40239.310478925,3986.4222072203,118.1976810289,68.6278311288,0.0878042395,0.3051956607,6.4073295495,16.1493925628,0.0916044912,0.3625624501,44.5052917163,32.6317362103,3.7652604959,0.0888081513
NA,42,AO-1-199,199,47,1979,7,7,NA,NA,47,19:11:17 Thu 05-May-16,131.5,22.7893147681,1481.2314257065,2497.5316453208,58.4836983446,428.0099554018,1161.9613076092,40469.9490695812,14491.5411221978,127.9604657143,151.4455561334,0.08259977,0.2773641051,8.5674046913,18.863344154,0.0101825498,0.0379709827,8.6874641781,108.3976873831,21.1995765057,0.0860709647
NA,4,AO-1-200,200,10,1942,7,7,NA,NA,10,16:52:25 Thu 05-May-16,125.9,9.0610392572,281.9502135415,1251.982655125,36.7875498392,1058.9202251651,886.9726217936,31304.8748070184,5553.9036652788,88.9919000863,78.9352338427,0.0809948654,0.2135365276,6.1354845236,15.7942060532,0.1030104181,0.2070318469,27.0869398845,41.2696715642,2.7666263407,0.1099476991
NA,116,AO-1-201,201,129,2061,7,7,NA,NA,129,00:19:10 Fri 06-May-16,102.8,9.1817936118,222.2618211506,1483.3987123903,45.225554801,535.3286819128,1032.6120850038,46032.130561394,6317.4669830321,105.3056590772,52.3828001753,0.0569157835,0.253512272,5.9315030996,11.6198942824,0.0731670679,0.4154854795,16.8142720126,48.7819161241,14.4054169208,0.0832929711
NA,117,AO-1-202,202,130,2062,7,7,NA,NA,130,00:22:55 Fri 06-May-16,117.4,8.6071854304,176.2564964809,885.456596316,58.7098982415,677.7100912253,494.9435536478,47820.9115987448,5259.4869343921,102.74906252,94.2717297626,0.0653238994,0.2301213714,5.601378808,9.9818238173,0.0432383073,0.364342289,24.3101501332,49.6480031422,2.4053498138,0.357535317
NA,104,AO-1-203,203,113,2045,7,7,NA,NA,113,23:19:06 Thu 05-May-16,108.1,7.9826119272,218.7128895278,1686.3591499245,41.7062319844,1312.0014082694,993.2342178506,32232.6118875728,6975.6774075632,118.0343351185,110.7723320505,0.0862316991,0.3421495046,10.6690345434,21.4379417011,0.1405651318,0.4135886861,34.2521075591,30.3277860027,5.6771718257,0.0604979848
NA,110,AO-1-204,204,123,2055,7,7,NA,NA,123,23:56:40 Thu 05-May-16,111.5,9.9153783125,1928.4256966163,829.274686867,32.3549030904,905.1334044326,965.1525294658,44708.760257199,3664.7874376321,66.5100616731,84.7256667375,0.0530027844,0.2821432462,3.8651167745,20.6875382736,0.2401212115,0.2891848989,42.4151422131,32.2755394539,1.3360581634,0.2594278848
NA,114,AO-1-205,205,127,2059,7,7,NA,NA,127,00:11:40 Fri 06-May-16,103.9,14.3367311945,903.1456596962,1841.5218244405,41.4085125859,1557.9542197878,1666.0954560287,34827.2539810028,7360.342712491,119.5862392246,155.3295788796,0.0700111174,0.222648295,7.3984931916,31.5865404987,0.1213531841,0.5960319149,25.0749109062,48.0180534594,6.8938501774,0.2081393078
NA,101,AO-1-207,207,116,2048,7,7,NA,NA,116,23:30:21 Thu 05-May-16,120,7.1428217518,140.2622666808,1583.8417986221,40.6258509957,1024.6075614437,1082.5153800982,36720.0033358031,5529.763653912,92.95826456,64.4380767666,0.0542425388,0.2775909879,5.9589485477,11.041916737,0.0895611543,0.5184689226,29.9381155304,36.3106595996,4.5641167219,0.0593644231
NA,83,AO-1-208,208,83,2015,7,7,NA,NA,83,21:26:26 Thu 05-May-16,144.2,10.9985722912,134.449971609,1110.6203644246,51.203726837,498.4361909943,1077.4428257448,42621.8870159011,4163.8751030517,104.851962495,53.7862188345,0.0840809916,1.2709196155,6.2039104874,10.9860168594,0.2886717793,0.2836820321,9.0746051383,30.6747644278,5.7172755139,0.1883220014
NA,88,AO-1-209,209,98,2030,7,7,NA,NA,98,22:22:43 Thu 05-May-16,157.1,12.3523610815,378.6050618932,2317.8994836356,45.6772457918,577.8396890578,1610.6632334317,38797.4160258284,10127.6150440114,123.7030843267,92.9413700721,0.0911846356,0.2751264151,8.6277069438,15.9953269218,0.1374564574,0.2874616102,7.3088341754,80.5887352438,18.800458743,0.3851620236
NA,128,AO-1-210,210,139,2071,7,7,NA,NA,139,00:56:43 Fri 06-May-16,117.8,6.8137517892,186.7393440316,1327.8670899167,41.9751727932,926.3696712989,1168.3225515073,45563.9473018113,5423.9535039452,106.4566815872,72.1773548517,0.0457523576,0.288958763,6.9725482071,11.2205758656,0.0473264833,0.3244437856,27.3505933431,42.346142641,3.606839149,0.0604116064
NA,121,AO-1-211,211,147,2079,7,7,NA,NA,147,01:26:46 Fri 06-May-16,106.5,8.896776193,313.489363422,1580.6291942892,36.2041826377,836.6522967819,714.6270464373,44063.7392091608,8429.3041599272,80.4431265343,77.2263084646,0.0956904682,0.7378626602,6.083613689,10.530788659,0.0507429611,0.1794389926,31.9160947063,72.4360802166,4.5134573394,0.1120390381
NA,65,AO-1-213,213,73,2005,7,7,NA,NA,73,20:48:55 Thu 05-May-16,105.5,15.3793486796,2812.332170587,1419.1792942323,59.783976259,949.1842311823,1530.83544619,32178.4000324062,7840.6815286144,116.5002092023,67.633987332,0.1090728316,0.2943349248,7.101806746,16.0521056268,1.9730923144,0.2105297724,16.7446442003,71.3360304274,8.0086173789,0.0511964091
NA,67,AO-1-214,214,75,2007,7,7,NA,NA,75,20:56:25 Thu 05-May-16,111.4,13.8450308695,1126.9256619268,947.0295087839,30.7156745387,1109.4866806889,1208.3329439126,47870.2139532561,4784.7152966353,88.0407551033,107.2426474297,0.0773144775,0.2359452832,6.7675151183,17.5888562488,1.1884059494,0.2545956973,21.4824969572,40.7349732186,5.4413924617,0.1936321491
NA,71,AO-1-215,215,79,2011,7,7,NA,NA,79,21:11:25 Thu 05-May-16,120.6,11.6210767636,184.7940217318,1886.1957180532,46.4957806641,710.2531499748,928.4785339506,37101.6965802283,8329.3269691241,106.3522878534,76.4119251893,0.0773709662,0.1691076753,5.6655236617,15.0941236507,1.1642430736,0.2398974731,21.1750785038,60.3058697069,6.4071829292,0.0465901399
NA,64,AO-1-216,216,72,2004,7,7,NA,NA,72,20:45:10 Thu 05-May-16,103,16.4768746305,503.6384000414,1410.581577733,96.7406002082,1389.6990474026,1082.5762957979,41191.0414760879,5222.2715870905,179.2818074103,54.5699260844,0.1092084421,0.271950289,9.2972655638,20.0533099035,0.6966509406,0.2148710432,23.2036992928,45.0359514708,6.8772615255,0.0616700259
NA,107,AO-1-217,217,109,2041,7,7,NA,NA,109,23:04:02 Thu 05-May-16,108.9,8.0361033602,254.0648981183,1373.2137690286,31.0603115803,785.5943221612,346.7164392375,53702.3444330259,6482.3391785829,65.4900977121,74.3545337166,0.0450927554,0.1405529889,3.5019760818,12.8534492898,0.0666080549,0.199681235,34.463551211,58.2533225022,1.3447029239,0.2141011234
NA,131,AO-1-218,218,136,2068,7,7,NA,NA,136,00:45:28 Fri 06-May-16,103.9,8.6622739797,643.7369740178,1268.5906038518,31.7045012199,1122.6082762179,1338.2958309095,40082.3084625593,5945.5595269479,87.9264848543,122.8293560962,0.0570984,0.2846468745,6.83868873,20.1250456043,0.0737951173,0.552797945,34.1006951862,46.8831442345,2.54392674,0.1769162394
NA,93,AO-1-219,219,104,2036,7,7,NA,NA,104,22:45:17 Thu 05-May-16,115,11.6961939903,888.0615139946,1502.2222560047,52.964732359,1018.5549029469,1482.3689407014,28412.0339408759,6045.6488699651,140.9610688591,71.1816991288,0.136546658,0.2353676107,9.4462735784,21.7687333699,0.2532203584,0.5374012832,23.0338377995,37.0333818901,3.9643232759,0.1963407277
NA,98,AO-1-220,220,119,2051,7,7,NA,NA,119,23:41:36 Thu 05-May-16,118.4,11.9633522691,707.2392709115,1170.2295783922,32.6309736933,833.7010986099,930.4602892981,28328.9387544168,3980.5880606842,93.897569157,49.2537161484,0.0709615266,0.1950763346,5.9784964374,63.6435057051,0.146389106,0.5457559696,29.2897102479,31.2787382307,2.6039402826,0.1603360563
NA,45,AO-1-221,221,50,1982,7,7,NA,NA,50,19:22:32 Thu 05-May-16,109.7,8.3988254722,351.4581124722,2054.4285744828,38.4951045806,1093.0646219943,1397.2463059244,34215.522502868,7234.6895492624,105.4975970417,70.1036417829,0.0684433782,0.2668950089,9.0534375242,46.6356843457,0.0163625394,0.1642345221,25.6129776691,50.9247524695,6.9720574239,0.0576758675
NA,20,AO-1-222,222,23,1955,7,7,NA,NA,23,17:41:14 Thu 05-May-16,108.4,12.3097907159,875.6808260431,1841.0117609572,222.1857660538,999.6858080057,930.2642044193,39248.3867142865,7754.9872054677,371.2753924681,76.0683899081,0.2457307041,0.6135108819,9.8197309134,15.0893981403,0.3512608711,0.3259405151,28.1291987563,54.4818289987,5.1906788173,0.5002886859
NA,3,AO-1-223,223,12,1944,7,7,NA,NA,12,16:59:57 Thu 05-May-16,109.1,15.1415881464,2302.9974183677,726.8278358846,64.777754761,1199.5044529583,1097.7147155848,28078.420826351,1946.2275399947,113.3053490485,49.2267174638,0.1028615963,0.4139940648,5.487222183,17.8998189624,0.2766479863,0.1335141356,27.1139538843,16.206445468,0.9959711589,0.1017292028
