plate,numinSet,sample,sampleid,Run,fullnum,ICP.run,WR.run,WR.plate,ICP.plate,ICP.runnum,run.date,SampleWeight,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Se78,Rb85,Sr88,Mo98,Cd111
NA,164,AO-1-578,578,183,2115,7,7,NA,NA,183,03:42:00 Fri 06-May-16,101.6,7.0723658287,283.5887564289,800.9945857581,25.3444302,940.7912634934,960.2300072689,41055.1821685739,3982.5339168962,65.8931201191,73.2625400734,0.0886303992,0.2395015993,6.8226297569,16.9968109887,0.1035770174,0.2924068242,29.3987158559,32.6730765369,3.069470695,0.2506340706
NA,154,AO-1-579,579,164,2096,7,7,NA,NA,164,02:30:40 Fri 06-May-16,109.3,12.801986458,142.0645819673,1097.0384182598,38.0372874847,2147.7749501029,1331.9722269758,61706.4511531719,9485.3481478485,108.1483868442,74.0622677055,0.0910607245,0.2156477658,6.2317600101,12.9837701541,0.1421938974,0.1953485747,29.9332779232,68.3121156534,4.6596686266,0.3505707988
NA,190,AO-1-580,580,204,2136,7,7,NA,NA,204,05:00:54 Fri 06-May-16,110.8,11.5417268021,503.4828198754,1189.0263328781,77.000550213,1047.5026583918,605.9545159586,34797.409243972,6840.9149146207,127.5341670926,63.0148873502,0.1320138702,0.2867482332,5.8759024991,12.7015831932,0.17875323,0.2971069464,22.4899201678,52.071106381,4.7042673119,0.154936207
NA,165,AO-1-581,581,184,2116,7,7,NA,NA,184,03:45:45 Fri 06-May-16,106.1,13.5161701484,260.9760464138,2503.2310143967,46.3696528991,676.1052015907,817.6730783634,32699.3147496267,8061.8997720531,95.3965246953,145.2003197068,0.2088133449,0.3109671705,6.350908148,15.7537505605,0.2929250111,0.2486850983,18.899432239,57.2662922945,8.0153914204,0.4395725181
NA,173,AO-1-582,582,196,2128,7,7,NA,NA,196,04:30:50 Fri 06-May-16,59,8.1754592772,257.1275984837,1461.0420948109,88.5619271131,964.913235453,1551.3219317203,43334.7335598646,7418.2289953232,165.7460245556,63.6706011721,0.0819772506,0.4227313836,8.8514279826,19.2815099825,0.2006893221,0.2938014521,14.0206847735,56.0782003714,6.8141743279,0.0426694681
NA,156,AO-1-583,583,162,2094,7,7,NA,NA,162,02:23:10 Fri 06-May-16,119.1,14.0970919528,317.6747976565,1867.5155914103,47.254251518,1471.2599140883,1024.233086911,38197.239607834,8076.1455987967,102.2435862183,157.6273542846,0.1001264965,0.3407894246,5.6757802533,21.994145447,0.1665855596,0.1686987197,30.6466765542,54.1050580252,3.1059514967,0.0592434288
NA,208,AO-1-584,584,237,2169,7,7,NA,NA,237,07:04:53 Fri 06-May-16,99.1,17.4894753384,1101.2057732766,2234.1613192709,104.9092799051,833.7596997316,1586.5519615145,54216.8227863671,8544.3573123369,167.4439678842,78.7891966561,0.1900801557,0.3678535874,6.3136011187,18.2830976257,0.2726476775,0.1962622977,20.7815779833,69.8414226078,7.3177400446,0.0851944501
NA,153,AO-1-585,585,165,2097,7,7,NA,NA,165,02:34:25 Fri 06-May-16,102.7,15.062317001,319.5876880768,1091.9155527326,42.2233185372,1119.4673785633,915.5598371794,36457.5609340406,6881.6159935147,105.9163232243,85.214495665,0.1416056561,0.2941932815,6.8478367804,17.1288817642,0.2690485346,0.3127845782,26.1150740319,45.6667509469,8.5234958941,0.2804197329
NA,167,AO-1-586,586,186,2118,7,7,NA,NA,186,03:53:15 Fri 06-May-16,109.1,7.1785603175,240.7688641562,1359.4243314005,41.5454859028,1155.4604911037,1782.1676489493,39362.5252480554,7646.2820713817,91.5940102992,82.544073004,0.0649078524,0.2471033085,6.4232963071,12.8106605925,0.3832089609,0.2358218382,27.9716567242,48.62038865,6.9547424431,0.2298912719
NA,179,AO-1-587,587,189,2121,7,7,NA,NA,189,04:04:30 Fri 06-May-16,130.2,10.9695289752,201.8822264765,1007.8640906301,41.9546104681,1163.8287900398,784.7233022303,26216.6116898663,3799.7861569534,97.3815844962,118.418230463,0.0697289782,0.2145805057,4.8988494374,15.0448496623,0.4331335749,0.2147624358,18.6665562422,25.9227143167,1.8572751924,0.1282596109
NA,150,AO-1-588,588,168,2100,7,7,NA,NA,168,02:45:40 Fri 06-May-16,100.9,8.1226411575,505.4918353355,1843.3796696442,56.7366246044,888.1445825683,672.3301003618,46183.0056464496,7781.6346530924,100.4152856819,99.5138846297,0.0770529784,0.2647917338,4.6130589483,14.8220703498,0.2731254103,0.1416925123,32.7015751815,64.7662326496,3.8089082344,0.3130049424
NA,177,AO-1-589,589,192,2124,7,7,NA,NA,192,04:15:50 Fri 06-May-16,14.8,19.3581650474,347.9253839651,2477.7856971451,105.6989511612,3122.0930189127,1958.2222692168,56256.6513567578,10532.8688874963,247.7121096141,104.6685010898,0.1832674263,1.0490209405,16.7796954607,37.2316572807,1.0583626616,0.7272032806,19.9439775858,62.74665682,15.3409442327,0.4889368692
NA,161,AO-1-590,590,179,2111,7,7,NA,NA,179,03:26:58 Fri 06-May-16,115.2,40.268938022,931.3546791414,1729.4781224429,134.3335054696,1228.7818732824,1011.9977052159,35573.2350727942,4574.7281407227,261.1486169905,101.9534868724,0.1903575652,0.3773324188,10.2449712164,15.2099960846,0.554289367,0.1421685839,23.8095227568,30.3320187191,5.4952785663,0.2346215588
NA,158,AO-1-591,591,176,2108,7,7,NA,NA,176,03:15:43 Fri 06-May-16,112.2,15.0084843002,443.7494759088,1440.1997858816,168.2889894581,1137.7952374785,870.4966556708,38414.3925625959,6139.0157971017,274.005331958,99.9203323576,0.1730256804,0.4243579321,10.9856100631,15.352575845,0.2672607201,0.1944293186,32.3186147077,34.1004976874,8.6008296352,0.0775256908
NA,174,AO-1-592,592,195,2127,7,7,NA,NA,195,04:27:05 Fri 06-May-16,103.7,19.6431486192,318.3689693798,1550.7690579676,61.3649780854,883.38441912,1087.6698959788,31638.8297991157,7170.0768709076,138.0703753518,93.98240915,0.1005042484,0.2361799674,6.670902703,14.1959760223,0.5754602842,0.1695908546,13.3890712003,41.6145950519,10.5366849649,0.223618139
NA,163,AO-1-593,593,182,2114,7,7,NA,NA,182,03:38:16 Fri 06-May-16,114.1,8.2323224958,654.780787441,2355.3317528364,63.2927808765,956.7428191357,1503.6631080447,38717.9992272612,9253.3532291439,133.5592442591,98.9338106243,0.1368978256,0.2655222824,8.0183963132,15.8074614742,0.435864097,0.2628997058,20.2191906403,47.4284685237,12.511112667,0.1508014441
NA,214,AO-1-594,594,230,2162,7,7,NA,NA,230,06:38:33 Fri 06-May-16,108.5,10.641389065,122.8505254972,1977.8380850767,31.8869594516,967.2864718742,585.2418763713,31836.2062901065,7172.3956732644,87.0197451737,95.7470577054,0.0840279798,0.1454834521,5.8633537396,21.3192384227,0.1369455956,0.2370168866,23.0282788206,45.1472894724,4.6203672958,0.4095150721
NA,168,AO-1-595,595,187,2119,7,7,NA,NA,187,03:57:00 Fri 06-May-16,101.7,10.4888885465,188.7300056576,766.3431916474,32.1639214507,818.0415158923,542.2838389437,35097.9912438016,3898.0979185644,78.5622256994,59.3793506792,0.0753733296,0.2381034863,5.5300291949,10.6799552622,0.2312655168,0.2215499795,27.2697426986,27.318796187,3.2502710734,0.1960650281
NA,149,AO-1-596,596,169,2101,7,7,NA,NA,169,02:49:25 Fri 06-May-16,110.2,40.4113554841,69.9807369026,3355.8236766764,43.87023459,1107.2674742223,1187.066170405,30714.2708227759,15599.6393905569,98.1872633122,193.5833200049,0.0995555086,0.2585299454,7.5098210845,11.883086857,0.5379071883,0.0465080463,13.0858794232,110.5681636897,9.3498331153,0.2467064579
NA,147,AO-1-597,597,172,2104,7,7,NA,NA,172,03:00:43 Fri 06-May-16,109.8,9.3241612555,413.4986767677,1720.7289512568,28.3529857336,752.1736951596,1183.7761251047,43225.3293184599,8709.9499025181,78.1054041633,120.6027446672,0.0515255637,0.2398661518,4.4078207267,13.7694230097,0.2523759642,0.3423893039,35.5706016156,65.0656280846,6.7803667229,0.1107204462
NA,203,AO-1-598,598,226,2158,7,7,NA,NA,226,06:23:33 Fri 06-May-16,103,9.4132048786,195.7303470694,1289.4984214439,20.9487341673,988.4281155714,1022.4820673235,41768.7714728956,6699.0293970541,68.1838190013,148.3834951804,0.0555083653,0.146361197,4.8919364496,18.216828574,0.1191600855,0.4059420925,25.4288006709,43.0995101909,6.865076164,0.9005998702
NA,175,AO-1-600,600,194,2126,7,7,NA,NA,194,04:23:20 Fri 06-May-16,119.4,12.9674890641,245.7510195503,1503.3739886664,29.7783206918,431.5711911179,1146.0226275365,39822.1424356242,8338.318145316,96.0309140379,98.8285630252,0.0951443944,0.2525839557,10.319843403,16.4014219696,0.5217825935,0.5614892204,15.4684539229,52.0459635222,19.774705806,0.7562844899
NA,218,AO-1-601,601,243,2175,7,7,NA,NA,243,07:27:27 Fri 06-May-16,107.5,14.5114541832,895.5463657259,1048.7161440199,67.3273382394,1182.1031523654,1547.5797858596,48392.5765616493,5052.3560138578,127.6065088568,80.0650372516,0.1747643553,0.4372382287,6.8426235608,18.2149968678,0.3382424178,0.2404518776,36.9848209224,38.2315297829,5.3060666111,0.3265948912
NA,227,AO-1-602,602,253,2185,7,7,NA,NA,253,08:05:02 Fri 06-May-16,105.1,12.113630667,392.8020825465,2075.6625345538,55.3224002384,884.2976097621,766.4009514033,31666.6260984484,8026.3722585737,104.446992036,92.9969483899,0.0740513745,0.1850171514,5.0718123853,13.864976736,0.1784520254,0.1227627685,19.7133262038,55.4604740186,5.176112894,0.2360254237
NA,210,AO-1-603,603,235,2167,7,7,NA,NA,235,06:57:23 Fri 06-May-16,98,8.625747297,142.9424341991,3665.7522741885,41.1042544237,558.2664969781,1090.0161979505,35278.1397627164,12841.7951346044,94.4229466304,102.5744576473,0.1208125644,0.2851206011,11.8619539216,16.1830475515,0.11436754,0.3992531283,11.3132999845,100.7771195756,11.7039274989,0.3484912653
NA,197,AO-1-604,604,219,2151,7,7,NA,NA,219,05:57:12 Fri 06-May-16,111.3,12.9227151275,404.8481812499,1043.6070246355,67.7914278714,657.1688544693,465.7319097104,29252.8728099666,3828.3479790559,106.853432149,33.2450774771,0.0751174776,1.0821520471,3.5088128813,10.3167479074,0.0859504874,0.169813077,14.4352359628,33.0582921353,1.626500994,0.0551992729
NA,194,AO-1-605,605,216,2148,7,7,NA,NA,216,05:45:57 Fri 06-May-16,112.4,17.2164516745,93.186182499,1396.9509798882,43.186542987,1024.810710422,782.4005860352,34874.1299029592,7202.9167971168,92.8153134297,86.8024127334,0.0655501965,0.2354537192,6.1559322863,9.5050012225,0.2296774422,0.1338813272,15.0815847953,54.6144369828,10.2537583699,0.1374115956
NA,221,AO-1-606,606,246,2178,7,7,NA,NA,246,07:38:42 Fri 06-May-16,107.7,9.8150524436,323.799562872,848.4573563535,40.2834827729,986.1728729391,742.1045142755,39185.2094187473,4021.6518321869,78.3958671977,53.5361256836,0.0520743641,0.2294337925,5.8926155821,10.894746004,0.1012365839,0.1219509899,28.7987327243,36.5333381803,2.6101002132,0.2432368049
NA,183,AO-1-607,607,212,2144,7,7,NA,NA,212,05:30:57 Fri 06-May-16,119.6,8.1546727401,113.3170863227,602.4570378812,28.2506080402,845.5738154393,345.9651202695,33789.3355812759,2078.8314285189,47.9964823713,36.8789568766,0.0339118729,0.1633365065,2.6728671031,8.6084658436,0.0354039252,0.1844989459,32.2222949747,15.5569127531,1.7251043355,0.0679237078
NA,195,AO-1-608,608,217,2149,7,7,NA,NA,217,05:49:42 Fri 06-May-16,108.1,6.303726466,297.5749778932,2786.8605852734,30.7297221278,940.1230978653,1374.6312261788,27358.2446671087,9168.9622375075,98.4943114695,71.1335183408,0.0546895404,2.2539194401,6.3758963613,12.9831368596,0.192704149,0.4386682557,18.203545419,57.8716669128,9.3154379759,0.2299617971
NA,186,AO-1-610,610,208,2140,7,7,NA,NA,208,05:15:54 Fri 06-May-16,108.2,6.8822048326,117.9895887971,669.2418469689,32.2126300909,737.0050753833,455.3980604849,29489.9007669141,4086.8237667068,65.8612136066,67.8727217572,0.0456451908,0.1538095928,3.7475415639,8.505869582,0.0854576316,0.2239564716,20.3509143556,28.5361254427,2.2385624503,0.0578712694
NA,184,AO-1-611,611,210,2142,7,7,NA,NA,210,05:23:24 Fri 06-May-16,109.1,7.957153935,196.2117416899,1456.9041485071,45.1085367481,439.5303477801,784.9179699231,49140.1200929758,12172.2790009377,95.0142078413,148.9148543295,0.0656895196,0.2686591795,4.9497329218,14.5204758071,0.1546634552,0.324888105,27.6298689223,89.3951935239,5.2670658319,0.1207740389
NA,206,AO-1-612,612,239,2171,7,7,NA,NA,239,07:12:23 Fri 06-May-16,116.1,8.8344766112,218.7462079929,1476.2343402537,60.4609879474,1023.9382168814,730.9487021666,33987.747322526,4500.479693936,105.3338280474,134.3753249146,0.0773675436,0.2480730093,5.8601639597,14.1966154882,0.2167430188,0.3486324975,28.7577008362,33.3544409349,4.489955212,0.1771231181
NA,222,AO-1-613,613,247,2179,7,7,NA,NA,247,07:42:27 Fri 06-May-16,105.7,19.0728611808,326.907247131,1971.091810515,63.3730409009,680.7986087778,1461.8073309649,47470.7700704885,6723.1279240864,127.7016885229,91.3763371068,0.1244544508,0.3246149777,9.7522119779,12.7937711631,0.145694094,0.4091928663,33.2125482543,47.8702909139,13.9340279021,0.415481319
NA,224,AO-1-614,614,249,2181,7,7,NA,NA,249,07:49:57 Fri 06-May-16,111.6,9.6886151029,180.872695253,1686.8822692631,36.7736491333,608.4754174492,1291.7400505216,43960.9427315722,9995.193314296,98.3134118202,66.1068807691,0.1130505205,0.2606975868,5.8239268449,10.8054024726,0.1330723016,0.2432727215,33.9932077986,70.251783744,8.5438184129,0.076603001
NA,231,AO-1-616,616,265,2197,7,7,NA,NA,265,08:50:06 Fri 06-May-16,108.5,11.4774834313,312.7933213228,1300.1780554066,31.7277880382,1124.5487808202,895.0373220504,35542.4970442113,6119.4693904099,77.7043098233,102.2119208499,0.0523009982,0.1476044576,4.8809422895,17.9176411351,0.284087755,0.2270246435,27.486033784,42.1784132697,3.7303078185,0.238295223
NA,209,AO-1-617,617,236,2168,7,7,NA,NA,236,07:01:08 Fri 06-May-16,101.7,6.1052230061,89.9600476872,1157.2275595503,40.1001749665,907.7841860441,919.5245192783,39880.1916838876,5129.9366419785,82.3477382703,69.6403900029,0.061879663,0.1836239635,4.9976297696,11.7978576301,0.0414128302,0.3126767188,22.8081064774,42.1864859989,3.5628146467,0.0642636686
NA,185,AO-1-619,619,209,2141,7,7,NA,NA,209,05:19:39 Fri 06-May-16,108.6,8.9881035505,158.2939642356,1536.8394250615,39.1640869317,723.895727892,1085.429077315,34581.5576039099,5543.6187680444,85.5643694958,79.0546826093,0.0778899775,0.228914355,5.8556552718,9.7844241124,0.0943693916,0.2737265682,30.4854748943,37.5040004761,3.138934937,0.0629287864
NA,196,AO-1-620,620,218,2150,7,7,NA,NA,218,05:53:27 Fri 06-May-16,110.7,18.4427394547,3165.1162447042,786.1762446962,22.9513145673,1695.8054975932,1272.292609691,28882.0434113022,2369.3559058319,59.156525675,38.3082334357,0.0817505505,0.3457847126,5.855003989,17.0230340922,0.5234723626,0.1970667625,26.9255000715,13.5306722273,2.1006851627,0.0564685496
NA,193,AO-1-622,622,215,2147,7,7,NA,NA,215,05:42:12 Fri 06-May-16,99.9,8.8599919709,249.8592851196,1505.1627372785,42.7935215471,876.1717944684,735.533808855,45900.7133450804,3081.438648933,90.3388419127,52.0901484511,0.0628802859,0.2099902707,5.076995686,14.600201858,0.0640856389,0.0993856748,26.6388845026,26.8314509281,3.7606980951,0.0833002556
NA,220,AO-1-623,623,245,2177,7,7,NA,NA,245,07:34:57 Fri 06-May-16,99.8,28.6518524141,672.6944632681,1320.0277084743,60.218987104,538.4870877484,781.7248930946,40949.9179736927,5485.0428678166,109.0348195448,58.6536922475,0.0916109354,0.4845253064,5.1444217803,7.7159302184,0.1666033167,0.1165049602,15.8001022789,41.4034439568,5.9696291905,0.238669633
NA,213,AO-1-624,624,232,2164,7,7,NA,NA,232,06:46:07 Fri 06-May-16,106.4,8.8557839006,155.7351452294,733.2650197399,34.7871943133,417.0873113778,782.4858568561,44345.2421135711,8123.1926748194,79.0589705874,79.5225220444,0.0487664002,0.4432149077,7.2454944254,7.7815720519,0.103957412,0.362182087,24.8027613482,68.6614229957,11.4382061519,0.8631062114
NA,233,AO-1-625,625,263,2195,7,7,NA,NA,263,08:42:36 Fri 06-May-16,103.3,10.1345384697,204.2631037051,1358.8587429005,45.8140571212,1143.6563548887,1314.9073491845,37230.2668904914,4641.8238854099,100.4995881746,60.7497013297,0.0617876274,0.2548337976,6.0544819558,46.8395092833,0.2579583385,0.3664566877,24.4271501818,29.5912975784,3.4186042976,0.1173603451
NA,226,AO-1-626,626,252,2184,7,7,NA,NA,252,08:01:17 Fri 06-May-16,107.4,11.0671572848,285.1854592812,1806.5749652017,49.849079689,401.527268928,868.7282504595,43862.790908337,10034.3454777732,113.0510255667,167.4464741299,0.0952367871,0.1950317248,5.5066659828,16.8443214317,0.1331469778,0.3734593067,26.1163741826,62.469734029,10.5581865834,0.5661392858
NA,207,AO-1-627,627,238,2170,7,7,NA,NA,238,07:08:38 Fri 06-May-16,108.3,11.0834833473,592.5994277367,1353.8428443648,53.3090740536,895.3152962857,1245.996471291,29432.3437603513,8272.1188886906,111.822799513,142.3558313918,0.0794537604,0.19902352,6.5336618905,13.7833768814,0.268695331,0.2987848751,16.8565270074,51.5527828016,5.6796448758,0.1479227025
NA,152,AO-1-628,628,166,2098,7,7,NA,NA,166,02:38:10 Fri 06-May-16,100.8,17.434234291,403.7729209553,1689.2079595118,39.4956790334,555.8248745623,1372.636609099,34519.9824975994,9052.0673711031,115.6627259123,130.0055694172,0.076839813,0.1675868957,8.60461781,12.3802324123,0.4266684016,0.2066935928,11.2801780993,60.5968879716,14.2680459648,0.2811475782
NA,157,AO-1-629,629,175,2107,7,7,NA,NA,175,03:11:58 Fri 06-May-16,103.7,8.2687010216,356.6143810356,1120.1136956374,24.3499007765,1079.614828989,935.8214576899,34049.6874142559,5528.0519291515,65.0072838001,112.9195921537,0.0537735501,0.2777117089,4.1861192859,13.4811524772,0.1336139983,0.3121934848,28.0559986846,39.9700733919,3.2702769028,0.1305609304
NA,155,AO-1-630,630,163,2095,7,7,NA,NA,163,02:26:55 Fri 06-May-16,112.5,7.3267829493,148.9959978557,1247.0806741531,25.4655812614,921.2682727374,644.6712369737,27286.1168745541,3969.2339973832,60.9096455291,57.8767287893,0.0680207653,0.1907444071,4.6358041415,13.7066758267,0.1005507988,0.1770960526,18.7284612085,29.9094501094,2.4787818457,0.1090826757
NA,201,AO-1-631,631,224,2156,7,7,NA,NA,224,06:16:03 Fri 06-May-16,119.6,9.2241103937,129.5029760238,791.8544975819,30.9989746269,1025.8522154633,739.2683133079,36189.6838125605,1983.248804065,67.2065243422,53.1440129833,0.0444324708,0.158291906,4.6206174289,20.0496507476,0.0506040223,0.2207889343,30.2290341128,15.9992092117,1.4104662306,0.0245285404
NA,159,AO-1-632,632,177,2109,7,7,NA,NA,177,03:19:28 Fri 06-May-16,113.6,9.2943898933,99.6895124381,1147.427464337,29.0882083813,761.2407751352,724.0241161677,41271.831327038,4975.2747434862,70.8928059562,98.0724688477,0.1100735342,0.3084810013,5.9276495014,12.8885894908,0.0795133199,0.281086818,34.6968853223,38.2121526703,3.2944717484,0.3317792658
NA,228,AO-1-633,633,254,2186,7,7,NA,NA,254,08:08:47 Fri 06-May-16,116.8,10.8946461956,439.4624596386,1278.915127191,40.3047790088,714.4883841159,726.0126437032,42197.3012022902,4870.2769147957,78.5361881745,51.5524075486,0.0648898697,0.2099216343,5.9522442324,7.9564213351,0.1432609337,0.1248300211,20.5715437588,37.6429747815,5.6184933163,0.1454153199
NA,160,AO-1-634,634,178,2110,7,7,NA,NA,178,03:23:13 Fri 06-May-16,116.9,19.3565433249,233.6593607386,919.8362834189,48.2305336046,1027.1775152891,875.7490428904,33882.7229495957,6647.3132879254,100.5542286242,108.8146209742,0.1314362685,0.4303864023,6.6316906909,22.6631032081,0.1943775356,0.3198370986,22.3706783304,42.1633831918,5.5914651819,0.1724369108
NA,170,AO-1-635,635,199,2131,7,7,NA,NA,199,04:42:05 Fri 06-May-16,106.9,11.202456199,140.8136943492,1872.6628666162,22.1879851069,1018.4664485371,757.9333918125,43942.907708532,6509.1727596106,61.1974146737,150.7269351565,0.0675010583,0.2243725565,6.025974165,16.215406013,0.1709185425,0.4250547819,35.4884864422,52.7000735674,6.7972920616,0.4430767436
NA,171,AO-1-636,636,198,2130,7,7,NA,NA,198,04:38:20 Fri 06-May-16,107.2,10.7899082294,162.9580937996,2141.169094969,26.6991771879,1572.2279453502,1603.6237234476,39522.4690220525,9180.6237471624,90.0986174574,221.059462363,0.087205017,0.1986125222,6.6430277085,16.9429553856,0.1465115563,0.6120498888,26.1993795433,64.5362465047,7.1847981669,0.1367881754
NA,146,AO-1-637,637,173,2105,7,7,NA,NA,173,03:04:28 Fri 06-May-16,103,6.2092462057,237.1384049556,881.373009353,39.2475905074,1561.4659300828,643.3019869247,32223.0506398161,1658.9683592117,69.9045108769,39.824809152,0.0636138661,0.6047331623,4.329496044,16.9921914225,0.0733536861,0.1445794762,28.4750916815,13.4047661746,0.9454817616,0.0612232845
NA,151,AO-1-639,639,167,2099,7,7,NA,NA,167,02:41:55 Fri 06-May-16,114.8,9.5255986457,134.3856462417,1945.6796144669,28.0894051286,517.6815706143,1376.0860550334,23861.5738250719,14664.1910920757,101.5887589223,143.0865770605,0.1007381596,0.2297040004,10.6816628439,22.730723479,0.2030316065,0.5122659283,13.2166896966,89.1788883197,14.01329377,0.3551240939
NA,198,AO-1-640,640,220,2152,7,7,NA,NA,220,06:00:57 Fri 06-May-16,109.2,9.465112544,155.5355714785,657.5300335899,17.0931094651,920.7273036979,692.5990385297,29656.4574926785,4183.1401707631,54.8575928658,59.9329838885,0.0387053448,0.2613879137,4.3965252469,16.9416697897,0.099688149,0.5333788169,18.7721755945,26.0424191862,1.7256789143,0.0961887644
NA,148,AO-1-641,641,170,2102,7,7,NA,NA,170,02:53:10 Fri 06-May-16,106.8,11.0331339212,254.3314703667,1239.9697170962,42.8845562558,1046.3676485003,832.5371678163,33272.6095223565,4889.1638439025,88.1698904167,110.7942444517,0.0567042454,0.1976902489,5.6787791319,13.1204052075,0.1359728124,0.3382607732,29.301352553,33.7500338108,2.934807315,0.1558858252
NA,180,AO-1-642,642,188,2120,7,7,NA,NA,188,04:00:45 Fri 06-May-16,114.7,8.6972934794,176.5450743538,845.9745352205,20.9249751338,499.0268162802,1012.6380645288,32499.1194088219,6751.7155547984,64.5682571635,46.7747339282,0.0514247281,0.1995154587,5.5867003972,10.70789068,0.2847469112,0.1692471602,14.0077151687,46.7941958273,0.9113886332,0.0388952917
NA,182,AO-1-643,643,213,2145,7,7,NA,NA,213,05:34:41 Fri 06-May-16,101.3,7.2478101369,290.9230285579,2285.1407751405,61.2014150042,919.5947565885,1090.8756988784,45883.2985163024,11367.5448699482,116.9603942757,105.8166215171,0.0781715019,0.2596934312,6.3248561445,13.7930094075,0.1247699926,0.1957840284,19.5566433776,76.9572947083,9.0855124708,0.2074542198
NA,169,AO-1-644,644,200,2132,7,7,NA,NA,200,04:45:50 Fri 06-May-16,106.1,16.3636615995,486.1975031008,1781.9224808462,61.6116919492,723.6174969975,1116.7773216577,30846.3320142252,7634.2763247388,130.5589060619,111.3328998492,0.1081016765,0.2808845706,8.7533179288,12.9649938952,0.4798848664,0.4241915629,16.1781119275,44.9404975439,8.7688778071,0.2925210457
NA,181,AO-1-646,646,214,2146,7,7,NA,NA,214,05:38:26 Fri 06-May-16,124.3,6.003029674,144.7273905734,1021.445884394,21.3609196487,801.0245156051,956.1478504548,45052.9795151086,2869.9519102519,62.3244473179,46.6843165884,0.0361468554,0.1932828549,4.9472318527,12.4229647902,0.0601907606,0.2501325959,23.9165777701,25.1454913809,2.1265229913,0.1024706055
NA,144,AO-1-647,647,160,2092,7,7,NA,NA,160,02:15:35 Fri 06-May-16,113.7,11.5185398382,439.0995386709,847.0068008947,68.4383010613,1138.6931488879,890.7596352475,41191.7826159253,2500.0398698893,112.5769905254,75.2464510697,0.1095436944,0.2981946873,4.7433339337,15.3987814748,0.1378286024,0.1306752516,24.9300555348,20.7754304896,1.6340742063,0.1359804348
NA,143,AO-1-648,648,159,2091,7,7,NA,NA,159,02:11:50 Fri 06-May-16,106.4,28.1487472831,542.1433267521,2051.1791806407,74.5650666693,946.6295888337,764.5784904947,40513.4790285997,9318.1366717554,135.0203890141,168.6599167281,0.1865326017,0.3002296615,6.43291854,12.3203630412,0.2658431121,0.2080126198,36.4592901229,75.4007082579,6.333169568,0.229550323
NA,178,AO-1-649,649,190,2122,7,7,NA,NA,190,04:08:15 Fri 06-May-16,111.6,9.1383036746,205.5117458392,1699.5372610125,56.432296993,1035.2585394234,676.7097627664,58224.3467652904,8940.6245281305,111.3694735719,67.2775951754,0.0769911316,0.3255913978,5.3624809738,11.9502633688,0.8672911053,0.2647698609,31.1322329041,69.5268747192,5.5086942491,0.2126821748
NA,229,AO-1-650,650,267,2199,7,7,NA,NA,267,08:57:36 Fri 06-May-16,110.9,33.7115536694,819.2501244473,2071.5513948065,64.6019402917,786.772365415,1073.2498406083,41492.6784718917,13877.8256537122,109.4825766437,118.4756567541,0.1102547953,0.2412635507,7.3310000864,10.3248118333,1.9939037097,0.173729987,17.0317688048,93.7974709756,5.8673851821,0.0538378298
NA,206,AO-1-651,651,239,1847,6,6,NA,NA,239,05:05:41 Thu 05-May-16,120.9,9.5621478858,746.215565529,1582.5623681601,48.7332153278,1013.9410694471,435.5057729573,40463.6324020188,7117.5269109432,79.2034961896,91.5620094667,0.0595928642,0.2372165881,4.1175071192,11.0539928455,0.1912459079,0.8789449557,29.1561702564,43.3287542261,8.0680528172,0.1704242861
NA,198,AO-1-652,652,220,1828,6,6,NA,NA,220,03:54:18 Thu 05-May-16,98.6,21.0541581726,1186.6630092894,1429.090342306,30.8225719681,1213.7982275967,772.7121885365,23905.9104907347,3908.7965217652,81.7645430199,32.463067896,0.0468496992,0.2299442117,5.8966316418,15.6287863992,0.2814923566,8.8315576273,12.8326002727,21.4004868936,4.8597857273,0.0894955043
NA,210,AO-1-653,653,235,1843,6,6,NA,NA,235,04:50:42 Thu 05-May-16,109.3,11.9013416374,234.020035012,1345.91236077,40.1607578043,987.3547387151,699.9350585727,22392.1036910683,5857.171893109,85.4191830808,110.8299294805,0.0646686308,0.4211344707,5.9736158086,13.310464251,0.2241130514,0.312105166,12.4508399369,34.2337636871,6.294766265,0.1431634983
NA,215,AO-1-654,654,229,1837,6,6,NA,NA,229,04:28:08 Thu 05-May-16,120,10.4171991347,464.4732880813,821.3196286114,29.6134758012,738.0955776826,-21.454274038,29208.1456168664,2438.9613492865,62.2587678527,45.040015055,0.0441062357,0.1471649085,4.507624642,7.8490159103,0.0719569126,0.8557910002,21.5147331051,17.1008560731,1.6561685998,0.1524894079
NA,220,AO-1-655,655,245,1853,6,6,NA,NA,245,05:28:15 Thu 05-May-16,126.9,10.515402123,310.2539276297,1902.6121981246,52.8900362871,1688.9579628452,910.851595518,35601.9863687949,6269.5229053916,125.2442223813,88.8602724969,0.0634491546,0.2302194769,9.6128484366,17.2479358679,0.2112446305,0.6974883454,28.1018019657,35.306380462,3.338887015,0.2571606696
