germday,harvestage,biomass,shoot.root,shoot,root,hairs,final.height,final.stem,final.lvs,avggerm,seeds.planted,totgerms
17,51,2.82,1.0434782609,1.44,1.38,0,22.5,7.8,6,27,3,2
4,50,3.55,0.9832402235,1.76,1.79,10,31.5,6.6,6,4,3,1
31,50,1.28,1.2456140351,0.71,0.57,0,25.8,3.55,6,37,3,2
4,50,5.8,1.156133829,3.11,2.69,16,38.7,9.12,7,4,3,1
4,50,4.13,1.5337423313,2.5,1.63,0,39.1,6.74,7,12,3,2
3,50,3.47,1.5703703704,2.12,1.35,7,44.8,7.17,6,3.5,2,2
19,49,1.11,1.4130434783,0.65,0.46,0,23.9,6.3,5,20,3,2
13,50,3.5,1.1875,1.9,1.6,0,28.5,7.1,6,19.5,3,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
3,50,2.58,1.2631578947,1.44,1.14,0,28,6.53,7,12,3,3
7,49,3.62,1.1046511628,1.9,1.72,11,27.8,9.1,7,7,3,1
13,50,4.23,1.1044776119,2.22,2.01,4,28.1,10.1,6,13,3,1
17,51,3.7,1.1764705882,2,1.7,0,32.9,7.5,6,31,3,3
4,50,3.4,1.0731707317,1.76,1.64,20,31.2,6.58,7,5,3,2
2,50,4.99,1.4702970297,2.97,2.02,0,40.3,7.56,7,2.5,3,2
6,50,4.32,1.2383419689,2.39,1.93,9,48.2,6.41,7,6,3,1
4,50,3.73,1.6834532374,2.34,1.39,0,41.1,6.41,6,4.5,3,2
23,49,4.54,1.4945054945,2.72,1.82,10,38.8,4,6,23,3,2
6,50,3.78,1.9076923077,2.48,1.3,25,50,6.61,7,6,3,1
6,50,4.13,1.36,2.38,1.75,21,50.6,6.51,7,10,3,2
61,40,1.96,1.3058823529,1.11,0.85,0,18.3,6,4,61,2,1
4,50,3.76,1.35,2.16,1.6,23,38.2,6.72,6,4.5,2,2
4,50,4.4,1.4858757062,2.63,1.77,28,28,9.33,7,4,3,2
17,51,3.96,1.2247191011,2.18,1.78,9,34.7,7.9,5,17,3,1
4,50,3.48,1.2745098039,1.95,1.53,9,31.2,7.33,7,4.3333333333,3,3
6,50,4.2,0.6666666667,1.68,2.52,0,19.2,7.38,7,12,3,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
3,50,2.97,1.7247706422,1.88,1.09,0,32.3,5.64,7,4,3,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
4,50,3.61,1.615942029,2.23,1.38,1,49.2,6.59,7,4,3,1
4,50,4.21,1.4476744186,2.49,1.72,2,36.4,8.26,7,4,2,2
4,50,4.23,1.25,2.35,1.88,25,41,5.34,7,4,3,1
4,50,2.71,1.793814433,1.74,0.97,14,37.1,6.61,7,4,3,3
4,50,4.78,0.8968253968,2.26,2.52,7,38.1,8.61,7,4.3333333333,3,3
5,50,4.4,1.1674876847,2.37,2.03,6,29.3,8.5,7,5,3,1
5,50,4.02,1.3647058824,2.32,1.7,0,26,9.37,7,5,2,1
3,50,3.21,1.2605633803,1.79,1.42,0,32,7.16,7,4.6666666667,3,3
13,50,3.75,0.9329896907,1.81,1.94,0,13.9,11.3,8,13,3,2
20,49,0.09,0.5,0.03,0.06,NA,NA,NA,NA,20,3,1
3,50,3.71,1.1445086705,1.98,1.73,4,46,8.1,7,5.5,3,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
3,50,3.47,1.2828947368,1.95,1.52,0,47,7.34,7,3.3333333333,3,3
21,51,5.06,1.1440677966,2.7,2.36,12,36.7,4,6,21,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
3,50,5.48,1.2551440329,3.05,2.43,8,48.2,9.32,7,3.5,3,2
6,50,4.22,1.2688172043,2.36,1.86,0,38.1,7.41,6,9,2,2
34,67,3.9,1.0526315789,2,1.9,0,21,5,7,34,3,1
4,50,4.27,1.2356020942,2.36,1.91,11,25.5,8.11,6,4,3,2
5,50,NA,NA,0.06,NA,NA,NA,NA,NA,5.5,3,2
6,50,3.61,1.3141025641,2.05,1.56,2,26.2,8.21,7,14.5,3,2
19,49,3.59,0.9944444444,1.79,1.8,0,18.8,8.1,6,23,3,2
5,50,4.19,1.4502923977,2.48,1.71,1,40,5.47,6,5,1,1
11,50,4.04,1.2954545455,2.28,1.76,34,37.1,5.52,6,26,3,3
3,50,3.59,1.1369047619,1.91,1.68,9,36.8,5.3,7,3,3,2
4,50,4.32,1.0869565217,2.25,2.07,1,34.5,8.67,7,4,3,1
4,50,5.77,0.8144654088,2.59,3.18,0,24.1,10.49,7,7.6666666667,3,3
10,51,5,0.9607843137,2.45,2.55,0,27.2,8.36,6,10,3,1
4,50,2.32,1.606741573,1.43,0.89,0,35.3,6.97,7,5,3,2
4,50,4.83,1.0641025641,2.49,2.34,16,35.4,8.85,7,4,3,2
3,50,3.41,1.2733333333,1.91,1.5,0,32.2,6.9,7,3,3,2
